title,published_on,link,iframe
The Top Ways to Succeed in Sales,"Published on March 28, 2022 at 6:57 pm PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/beda0fab-8d97-4309-aab8-4056629baac9,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/beda0fab-8d97-4309-aab8-4056629baac9/ep/beda0fab-8d97-4309-aab8-4056629baac9""></script>
<div class=""redcirclePlayer-beda0fab-8d97-4309-aab8-4056629baac9""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
What It Takes to Create Premium Offers That Are In Demand and Sell Out Consistently,"Published on March 28, 2022 at 6:46 pm PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/98efe470-530b-4924-addb-ccd99713a98e,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/98efe470-530b-4924-addb-ccd99713a98e/ep/98efe470-530b-4924-addb-ccd99713a98e""></script>
<div class=""redcirclePlayer-98efe470-530b-4924-addb-ccd99713a98e""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Biggest Blocks to Creating Consistent Income,"Published on March 22, 2022 at 6:02 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/a56ea00c-bc8e-4ab5-bba4-f80488652629,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/a56ea00c-bc8e-4ab5-bba4-f80488652629/ep/a56ea00c-bc8e-4ab5-bba4-f80488652629""></script>
<div class=""redcirclePlayer-a56ea00c-bc8e-4ab5-bba4-f80488652629""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How to Attract High Paying Clients without Being on Social Media Constantly,"Published on March 15, 2022 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/8852cdd8-aa6a-411a-843d-2e2ffbaeda92,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/8852cdd8-aa6a-411a-843d-2e2ffbaeda92/ep/8852cdd8-aa6a-411a-843d-2e2ffbaeda92""></script>
<div class=""redcirclePlayer-8852cdd8-aa6a-411a-843d-2e2ffbaeda92""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Turning Problems into Opportunities with Effective Customer Service,"Published on March 8, 2022 at 5:08 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/4b50aed7-9250-42ac-9318-9baf00d00a19,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/4b50aed7-9250-42ac-9318-9baf00d00a19/ep/4b50aed7-9250-42ac-9318-9baf00d00a19""></script>
<div class=""redcirclePlayer-4b50aed7-9250-42ac-9318-9baf00d00a19""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How to Sell to 4 Key Decision Making Personalities,"Published on March 1, 2022 at 1:30 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/66648b16-7276-4214-b91d-5f5971d0c256,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/66648b16-7276-4214-b91d-5f5971d0c256/ep/66648b16-7276-4214-b91d-5f5971d0c256""></script>
<div class=""redcirclePlayer-66648b16-7276-4214-b91d-5f5971d0c256""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Your Lead Generation Problem is Not a Lack of Leads (Part 2),"Published on February 22, 2022 at 5:02 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/f6c14ac9-c74e-41d1-b650-c9240bbf2613,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/f6c14ac9-c74e-41d1-b650-c9240bbf2613/ep/f6c14ac9-c74e-41d1-b650-c9240bbf2613""></script>
<div class=""redcirclePlayer-f6c14ac9-c74e-41d1-b650-c9240bbf2613""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Your Lead Generation Problem is Not a Lack of Leads (Part 1),"Published on February 15, 2022 at 1:30 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/c5925006-3f54-4e47-be8c-68d14edbb889,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/c5925006-3f54-4e47-be8c-68d14edbb889/ep/c5925006-3f54-4e47-be8c-68d14edbb889""></script>
<div class=""redcirclePlayer-c5925006-3f54-4e47-be8c-68d14edbb889""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Top Opportunities for 6 and 7 Figure Success,"Published on February 8, 2022 at 1:30 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/668ad45b-c9e3-43d5-aa09-0c5fe6462078,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/668ad45b-c9e3-43d5-aa09-0c5fe6462078/ep/668ad45b-c9e3-43d5-aa09-0c5fe6462078""></script>
<div class=""redcirclePlayer-668ad45b-c9e3-43d5-aa09-0c5fe6462078""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Key Bottlenecks to Scaling Sales,"Published on February 1, 2022 at 2:40 pm PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/9b54ff6e-41f4-4eba-aff3-5ff2ce53095b,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/9b54ff6e-41f4-4eba-aff3-5ff2ce53095b/ep/9b54ff6e-41f4-4eba-aff3-5ff2ce53095b""></script>
<div class=""redcirclePlayer-9b54ff6e-41f4-4eba-aff3-5ff2ce53095b""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Never Ending Content Ideas That Convert,"Published on January 25, 2022 at 1:30 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/8b55e658-eeb8-42bc-94c1-9a5c5ac8c4cc,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/8b55e658-eeb8-42bc-94c1-9a5c5ac8c4cc/ep/8b55e658-eeb8-42bc-94c1-9a5c5ac8c4cc""></script>
<div class=""redcirclePlayer-8b55e658-eeb8-42bc-94c1-9a5c5ac8c4cc""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
3 Leading Sales Conversation Mistakes,"Published on January 18, 2022 at 9:01 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/9d695dba-70fb-499f-8e26-1e3193f7f1bd,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/9d695dba-70fb-499f-8e26-1e3193f7f1bd/ep/9d695dba-70fb-499f-8e26-1e3193f7f1bd""></script>
<div class=""redcirclePlayer-9d695dba-70fb-499f-8e26-1e3193f7f1bd""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Most Effective Techniques Telemarketers Use to Increase Sales,"Published on January 11, 2022 at 8:08 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/776c11f2-50c7-49e1-a692-54f265f4fe9e,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/776c11f2-50c7-49e1-a692-54f265f4fe9e/ep/776c11f2-50c7-49e1-a692-54f265f4fe9e""></script>
<div class=""redcirclePlayer-776c11f2-50c7-49e1-a692-54f265f4fe9e""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Top 3 Strategies to Get Paid More for Your Expertise,"Published on January 4, 2022 at 2:00 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/1fb36fb7-525c-441a-8cd9-6c4ffb70c6f4,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/1fb36fb7-525c-441a-8cd9-6c4ffb70c6f4/ep/1fb36fb7-525c-441a-8cd9-6c4ffb70c6f4""></script>
<div class=""redcirclePlayer-1fb36fb7-525c-441a-8cd9-6c4ffb70c6f4""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Best of 2021 - Top 10 Episodes (Part 2),"Published on December 28, 2021 at 4:45 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/1db902e6-1daf-4651-9afc-73a3a63033b1,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/1db902e6-1daf-4651-9afc-73a3a63033b1/ep/1db902e6-1daf-4651-9afc-73a3a63033b1""></script>
<div class=""redcirclePlayer-1db902e6-1daf-4651-9afc-73a3a63033b1""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Best of 2021 - Top 10 Episodes (Part 1),"Published on December 21, 2021 at 4:40 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/bed65b17-f44c-4826-a7bd-f37cd75bbcd7,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/bed65b17-f44c-4826-a7bd-f37cd75bbcd7/ep/bed65b17-f44c-4826-a7bd-f37cd75bbcd7""></script>
<div class=""redcirclePlayer-bed65b17-f44c-4826-a7bd-f37cd75bbcd7""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Top 5 Opportunities in 2022,"Published on December 14, 2021 at 5:24 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/a06cb0f3-8b03-437f-8f69-0750082b35ae,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/a06cb0f3-8b03-437f-8f69-0750082b35ae/ep/a06cb0f3-8b03-437f-8f69-0750082b35ae""></script>
<div class=""redcirclePlayer-a06cb0f3-8b03-437f-8f69-0750082b35ae""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How to Make More Money Without Creating Anything New,"Published on December 7, 2021 at 1:30 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/4fc8668a-cdec-492c-a162-ec735fd4e595,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/4fc8668a-cdec-492c-a162-ec735fd4e595/ep/4fc8668a-cdec-492c-a162-ec735fd4e595""></script>
<div class=""redcirclePlayer-4fc8668a-cdec-492c-a162-ec735fd4e595""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
3 Simple Strategies to Improve Virtual and Social Selling Close Rates,"Published on November 30, 2021 at 1:00 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/22b7cfa5-123c-4854-9079-05ed0e67a8d5,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/22b7cfa5-123c-4854-9079-05ed0e67a8d5/ep/22b7cfa5-123c-4854-9079-05ed0e67a8d5""></script>
<div class=""redcirclePlayer-22b7cfa5-123c-4854-9079-05ed0e67a8d5""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Stop Convincing People and Do This Instead,"Published on November 23, 2021 at 1:00 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/cf21aad7-05a6-44de-8889-345dcecd9b7c,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/cf21aad7-05a6-44de-8889-345dcecd9b7c/ep/cf21aad7-05a6-44de-8889-345dcecd9b7c""></script>
<div class=""redcirclePlayer-cf21aad7-05a6-44de-8889-345dcecd9b7c""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Do This First to Increase Your Close Ratio for Sales Proposals,"Published on November 16, 2021 at 4:54 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/75175843-1cc3-4e7d-b84a-044c1872dd05,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/75175843-1cc3-4e7d-b84a-044c1872dd05/ep/75175843-1cc3-4e7d-b84a-044c1872dd05""></script>
<div class=""redcirclePlayer-75175843-1cc3-4e7d-b84a-044c1872dd05""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Turning 1 Client into 3 Using the 3X Effect Strategy,"Published on November 9, 2021 at 7:13 am PST",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/f99554f9-7e7a-43f0-8306-94e346e1d92d,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/f99554f9-7e7a-43f0-8306-94e346e1d92d/ep/f99554f9-7e7a-43f0-8306-94e346e1d92d""></script>
<div class=""redcirclePlayer-f99554f9-7e7a-43f0-8306-94e346e1d92d""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Why Empathy Is Essential to Selling,"Published on November 2, 2021 at 1:30 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/f9c0975c-edb5-4e83-b0b1-7cb731dd5f42,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/f9c0975c-edb5-4e83-b0b1-7cb731dd5f42/ep/f9c0975c-edb5-4e83-b0b1-7cb731dd5f42""></script>
<div class=""redcirclePlayer-f9c0975c-edb5-4e83-b0b1-7cb731dd5f42""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Top 3 Reasons You Struggle to Succeed as An Entrepreneur or Salesperson,"Published on October 26, 2021 at 7:32 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/1ab47f8b-d199-4bcc-bb5a-a48eee8e5c4f,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/1ab47f8b-d199-4bcc-bb5a-a48eee8e5c4f/ep/1ab47f8b-d199-4bcc-bb5a-a48eee8e5c4f""></script>
<div class=""redcirclePlayer-1ab47f8b-d199-4bcc-bb5a-a48eee8e5c4f""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
The Single Most Important Daily Thing Every Business Owner Needs to Succeed,"Published on October 19, 2021 at 3:57 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/cbf96a09-9e03-451b-9246-c63710351206,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/cbf96a09-9e03-451b-9246-c63710351206/ep/cbf96a09-9e03-451b-9246-c63710351206""></script>
<div class=""redcirclePlayer-cbf96a09-9e03-451b-9246-c63710351206""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
How to Identify Emerging Opportunities,"Published on October 12, 2021 at 2:00 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/7f6fb509-a818-4785-b5d7-fc3484e078c3,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/7f6fb509-a818-4785-b5d7-fc3484e078c3/ep/7f6fb509-a818-4785-b5d7-fc3484e078c3""></script>
<div class=""redcirclePlayer-7f6fb509-a818-4785-b5d7-fc3484e078c3""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
Preparing for a Productive and Profitable Seasonal Sale,"Published on October 5, 2021 at 3:18 am PDT",https://app.redcircle.com/shows/edb1ac3c-440b-4633-ace3-4abc3b29eb9e/ep/c0d7c6cd-62fc-42dc-afca-431c7d459483,"<script async defer onload=""redcircleIframe();"" src=""https://api.podcache.net/embedded-player/sh/c0d7c6cd-62fc-42dc-afca-431c7d459483/ep/c0d7c6cd-62fc-42dc-afca-431c7d459483""></script>
<div class=""redcirclePlayer-c0d7c6cd-62fc-42dc-afca-431c7d459483""></div>
<style>
.redcircle-link:link {
    color: #ea404d;
    text-decoration: none;
}
.redcircle-link:hover {
    color: #ea404d;
}
.redcircle-link:active {
    color: #ea404d;
}
.redcircle-link:visited {
    color: #ea404d;
}
</style>
<p style=""margin-top:3px;margin-left:11px;font-family: sans-serif;font-size: 10px; color: gray;"">Powered by <a class=""redcircle-link"" href=""https://redcircle.com?utm_source=rc_embedded_player&utm_medium=web&utm_campaign=embedded_v1"">RedCircle</a></p>"
